id,name,name_in_home_country,value,number,contract_expiry,birthplace,date_of_birth,height,position,main_position,other_position,citizenship,international_team,foot,current_club,player_agent,outfitter,url,age,last_name,simple_name
2d5f2ff0,Justin Kumi,,0.5,8.0,-,Castelfranco Veneto,07/16/2004,,central midfield,central midfield,winger,Italy,Italy U19,right,Sassuolo Primavera,MM-Management,Unknown,https://www.transfermarkt.com/justin-kumi/profil/spieler/808559,19,Kumi,Justin Kumi
2d61d13a,Ozan Kabak,Ozan Muhammed Kabak,10.0,5.0,"Jun 30, 2026",Ankara,03/25/2000,1.87,centre-back,centre-back,undefined,Türkiye,Türkiye,right,TSG 1899 Hoffenheim,F-F SPORT,Nike,https://www.transfermarkt.com/ozan-kabak/profil/spieler/361260,24,Kabak,Ozan Kabak
2d6e535f,Sam Vines,Samuel Marqus Lloyd Vines,1.0,3.0,"Dec 31, 2027","Colorado Springs, ...",05/31/1999,1.77,full-back,full-back,undefined,United States,USA,left,Colorado Rapids,Octagon,Unknown,https://www.transfermarkt.com/sam-vines/profil/spieler/535282,24,Vines,Sam Vines
2d70dbe5,Paul Nardi,,3.0,1.0,"Jun 30, 2024",Vesoul,05/18/1994,1.88,goalkeeper,goalkeeper,undefined,France,France U21,right,KAA Gent,Global Football,Uhlsport,https://www.transfermarkt.com/paul-nardi/profil/spieler/189744,29,Nardi,Paul Nardi
2d760d7b,Bali Mumba,,2.0,2.0,"Jun 30, 2027",South Shields,10/8/2001,1.68,full-back,full-back,defensive midfield,England,England U19,right,Plymouth Argyle,Wasserman,Unknown,https://www.transfermarkt.com/bali-mumba/profil/spieler/433186,22,Mumba,Bali Mumba
2d7d4acc,Stijn Wuytens,,0.15,4.0,"Jun 30, 2025",Eksel,10/8/1989,1.85,centre-back,centre-back,central midfield,Belgium,Belgium U21,left,Lommel SK,ESA,Unknown,https://www.transfermarkt.com/stijn-wuytens/profil/spieler/60971,34,Wuytens,Stijn Wuytens
2d970560,Robin Gosens,Robin Everardus Gosens,12.0,6.0,"Jun 30, 2028",Emmerich,07/5/1994,1.83,winger,winger,full-back,Germany,,left,FC Union Berlin,MVP United,adidas,https://www.transfermarkt.com/robin-gosens/profil/spieler/273132,29,Gosens,Robin Gosens
2d9d9e42,Kacper Urbanski,Kacper Urbański,4.0,82.0,"Jun 30, 2025",Gdańsk,09/7/2004,1.83,central midfield,central midfield,defensive midfield,Poland,Poland U21,right,Bologna FC 1909,BMG-SPORT,Unknown,https://www.transfermarkt.com/kacper-urbanski/profil/spieler/699442,19,Urbanski,Kacper Urbanski
2d9f280e,Heri Tavares,Heriberto Moreno Borges Tavares,0.5,91.0,"Jun 30, 2026",Amadora,02/19/1997,1.81,winger,winger,winger,Portugal,Portugal U21,left,GD Estoril Praia,YOU FIRST,Unknown,https://www.transfermarkt.com/heriberto-tavares/profil/spieler/445517,27,Tavares,Heri Tavares
2da834f1,Carlton Morris,Carlton John Morris,13.0,9.0,-,Cambridge,12/16/1995,1.85,forward,forward,winger,England,England U19,right,Luton Town,CAA Stellar,Unknown,https://www.transfermarkt.com/carlton-morris/profil/spieler/246963,28,Morris,Carlton Morris
2db2fd7b,Jérôme Boateng,Jérôme Agyenim Boateng,0.5,5.0,"Jun 30, 2024",Berlin,09/3/1988,1.92,centre-back,centre-back,full-back,Germany,Germany,right,US Salernitana 1919,TDS SPORTS,Unknown,https://www.transfermarkt.com/jerome-boateng/profil/spieler/26485,35,Boateng,Jerome Boateng
2dce876a,José Ángel Carmona,José Ángel Carmona Navarro,3.0,18.0,"Jun 30, 2024",El Viso del Alcor,01/29/2002,1.84,full-back,full-back,centre-back,Spain,Spain U21,right,Getafe CF,380amk,Unknown,https://www.transfermarkt.com/jose-angel-carmona/profil/spieler/711625,22,Carmona,Jose Angel Carmona
2dd7e29d,Óscar Ureña,scar Ureña García,0.4,28.0,"Jun 30, 2024",Figueres,05/31/2003,1.71,winger,winger,winger,Dominican Republic,Dominican U23,right,CD Leganés,MagicPlayers,Unknown,https://www.transfermarkt.com/oscar-urena/profil/spieler/921734,20,Ureña,Oscar Urena
2df7cc43,Bruno Amione,Bruno Agustin Amione,2.0,5.0,-,Calchaquí,01/3/2002,1.86,centre-back,centre-back,full-back,Argentina,,left,Santos Laguna,Estilo 10,Unknown,https://www.transfermarkt.com/bruno-amione/profil/spieler/644676,22,Amione,Bruno Amione
2e0367a6,Naïm Sliti,,4.0,10.0,"Jun 30, 2025",Marseille,07/27/1992,1.73,winger,winger,attacking midfield,Tunisia,,right,Al-Ahli SC,FW SPORTS CONSEILS,Unknown,https://www.transfermarkt.com/naim-sliti/profil/spieler/184491,31,Sliti,Naim Sliti
2e06f387,Leonardo Bertone,Leonardo Fabrizio Bertone,0.3,6.0,"Jun 30, 2024",Wohlen bei Bern,03/14/1994,1.79,central midfield,central midfield,defensive midfield,Switzerland,Switzerland U21,right,FC Thun,Signature - ISCM AG,Unknown,https://www.transfermarkt.com/leonardo-bertone/profil/spieler/194975,30,Bertone,Leonardo Bertone
2e0ae188,Matteo Tramoni,,1.0,11.0,"Jun 30, 2026",Ajaccio,01/20/2000,1.75,winger,winger,winger,Italy,France U19,right,Pisa Sporting Club,YOU FIRST,Unknown,https://www.transfermarkt.com/matteo-tramoni/profil/spieler/475410,24,Tramoni,Matteo Tramoni
2e1b7c83,Emmanuel Sabbi,Emmanuel Afriyie Mario Sabbi,1.0,11.0,"Jun 30, 2027",Vicenza,12/24/1997,1.78,winger,winger,forward,United States,USA,right,Le Havre AC,Avid Sports Group,Unknown,https://www.transfermarkt.com/emmanuel-sabbi/profil/spieler/381187,26,Sabbi,Emmanuel Sabbi
2e23c66b,Emmanuel Boateng,Emmanuel Okyere Boateng,0.9,22.0,"Jun 30, 2024",Accra,05/23/1996,1.75,winger,winger,forward,Ghana,Ghana,right,Rio Ave FC,2eleven Sports,Unknown,https://www.transfermarkt.com/emmanuel-boateng/profil/spieler/332612,27,Boateng,Emmanuel Boateng
2e2ec9cf,Lucas Sasha,,0.5,88.0,"Dec 31, 2024",São Paulo,03/1/1990,1.77,defensive midfield,defensive midfield,central midfield,Brazil,,both,Fortaleza Esporte Clube,LEFT Sports,adidas,https://www.transfermarkt.com/lucas-sasha/profil/spieler/121986,34,Sasha,Lucas Sasha
2e31f3a6,Héctor Fort,Héctor Fort García,7.0,32.0,"Jun 30, 2025",Barcelona,08/2/2006,1.85,full-back,full-back,full-back,Spain,Spain U19,right,FC Barcelona Atlètic,Agent is known - Player under 18,Nike,https://www.transfermarkt.com/hector-fort/profil/spieler/937955,17,Fort,Hector Fort
2e3406ae,Fran Gámez,Francisco Gámez López,0.5,18.0,"Jun 30, 2024",Puerto de Sagunto,07/27/1991,1.74,full-back,full-back,full-back,Spain,,right,Real Zaragoza,PROTIO SPORT,Unknown,https://www.transfermarkt.com/fran-gamez/profil/spieler/442816,32,Gámez,Fran Gamez
2e3596d1,Romario Benzar,Romario Sandu Benzar,0.2,20.0,"Jun 30, 2024",Timișoara,03/26/1992,1.8,full-back,full-back,winger,Romania,Romania,right,FC Botosani,Ioan Becali,Unknown,https://www.transfermarkt.com/romario-benzar/profil/spieler/164231,32,Benzar,Romario Benzar
2e3995cd,Brian Ocampo,Brian Alexis Ocampo Ferreira,1.0,10.0,"Jun 30, 2026",Florida,06/25/1999,1.72,winger,winger,winger,Uruguay,Uruguay,right,Cádiz CF,Faro Sports,Unknown,https://www.transfermarkt.com/brian-ocampo/profil/spieler/598765,24,Ocampo,Brian Ocampo
2e4f5f03,Andrew Robertson,Andrew Henry Robertson,35.0,26.0,"Jun 30, 2026",Glasgow,03/11/1994,1.78,full-back,full-back,winger,Scotland,Scotland,left,Liverpool FC,PLG,Nike,https://www.transfermarkt.com/andrew-robertson/profil/spieler/234803,30,Robertson,Andrew Robertson
2e52206e,Benjamin Jeannot,,0.0,,,Laxou,01/22/1992,1.83,forward,forward,undefined,France,France U21,right,Retired,Foot Management &,Unknown,https://www.transfermarkt.com/benjamin-jeannot/profil/spieler/111048,32,Jeannot,Benjamin Jeannot
2e5915f1,Morgan Rogers,Morgan Elliot Rogers,8.0,27.0,-,Halesowen,07/26/2002,1.87,winger,winger,winger,England,England U21,right,Aston Villa,Footwork,adidas,https://www.transfermarkt.com/morgan-rogers/profil/spieler/503743,21,Rogers,Morgan Rogers
2e594b84,Pedro Tiba,,0.15,25.0,"Jun 30, 2024",Arcos de Valdevez,08/31/1988,1.74,central midfield,central midfield,attacking midfield,Portugal,Portugal,right,Gil Vicente FC,Team of Future,Nike,https://www.transfermarkt.com/pedro-tiba/profil/spieler/167165,35,Tiba,Pedro Tiba
2e5e846d,Deyverson,,1.0,16.0,"Dec 31, 2024",Santa Margarida,05/8/1991,1.87,forward,forward,undefined,Brazil,,left,Cuiabá Esporte Clube (MT),OF,adidas,https://www.transfermarkt.com/deyverson/profil/spieler/243541,32,Deyverson,Deyverson
2e64bb49,Slobodan Medojevic,Cлoбoдaн Meдojeвић,0.25,6.0,"May 31, 2024",Novi Sad,10/20/1990,1.83,defensive midfield,defensive midfield,centre-back,Serbia,Serbia U21,right,AEL Limassol,PRO Profil GmbH,Unknown,https://www.transfermarkt.com/slobodan-medojevic/profil/spieler/48164,33,Medojevic,Slobodan Medojevic
2e77d607,Andreas Hanche-Olsen,Andreas Schjølberg Hanche-Olsen,7.0,25.0,"Jun 30, 2026",Bodø,01/17/1997,1.85,centre-back,centre-back,full-back,Norway,Norway,right,FSV Mainz 05,Nordic Sky,Unknown,https://www.transfermarkt.com/andreas-hanche-olsen/profil/spieler/370683,27,Hanche-Olsen,Andreas Hanche-Olsen
2e7dafe5,Jordan Majchrzak,Jordan Aleksander Majchrzak,0.4,23.0,"Jun 30, 2024",Zawiercie,10/8/2004,1.89,forward,forward,undefined,Poland,Poland U20,right,Puszcza Niepolomice,Unknown,Unknown,https://www.transfermarkt.com/jordan-majchrzak/profil/spieler/846302,19,Majchrzak,Jordan Majchrzak
2e7ff968,Marwin Hitz,,0.2,1.0,"Jun 30, 2025",St. Gallen,09/18/1987,1.94,goalkeeper,goalkeeper,undefined,Switzerland,Switzerland,right,FC Basel 1893,ROOF,adidas,https://www.transfermarkt.com/marwin-hitz/profil/spieler/59238,36,Hitz,Marwin Hitz
2e8fc160,Javi Fuego,Javier Fuego Martínez,0.0,,,Pola de Siero,01/4/1984,1.82,defensive midfield,defensive midfield,central midfield,Spain,Spain U21,right,Retired,Eugenio Botas,adidas,https://www.transfermarkt.com/javi-fuego/profil/spieler/56134,40,Fuego,Javi Fuego
2e9ddbfb,Lazaros Rota,Date of birth/Age:,2.0,12.0,"Jun 30, 2026",Katerini,08/23/1997,1.8,full-back,full-back,undefined,Greece,Greece,right,AEK Athens,E.C.Dimitriadis,Unknown,https://www.transfermarkt.com/lazaros-rota/profil/spieler/483916,26,Rota,Lazaros Rota
2ead2809,Gianluca Lapadula,Gianluca Lapadula Vargas,2.0,9.0,"Jun 30, 2025",Torino,02/7/1990,1.78,forward,forward,undefined,Peru,Peru,left,Cagliari Calcio,Starbridge Srl,adidas,https://www.transfermarkt.com/gianluca-lapadula/profil/spieler/130394,34,Lapadula,Gianluca Lapadula
2eb1ec07,Amadou Koné,,0.4,,-,Bamako,05/14/2005,,attacking midfield,attacking midfield,defensive midfield,Cote d'Ivoire,Ivory Coast U23,right,Stade Reims B,Rudy Raba,Unknown,https://www.transfermarkt.com/amadou-kone/profil/spieler/1178474,18,Koné,Amadou Kone
2ec0f902,Riccardo Meggiorini,,0.0,,,Isola della Scala,09/4/1985,1.82,forward,forward,forward,Italy,Italy U20,left,Retired,PDP s.r.l.,Unknown,https://www.transfermarkt.com/riccardo-meggiorini/profil/spieler/28936,38,Meggiorini,Riccardo Meggiorini
2edcd048,Davide Bettella,,1.0,18.0,"Jun 30, 2025",Padova,04/7/2000,1.85,centre-back,centre-back,undefined,Italy,Italy U21,right,AC Monza,GR Sports,Unknown,https://www.transfermarkt.com/davide-bettella/profil/spieler/357995,24,Bettella,Davide Bettella
2edeb221,Marcel Büchel,,0.3,77.0,"Jun 30, 2025",Feldkirch,03/18/1991,1.75,defensive midfield,defensive midfield,central midfield,Liechtenstein,Liechtenstein,left,SPAL,Officina Soccer,Unknown,https://www.transfermarkt.com/marcel-buchel/profil/spieler/74956,33,Büchel,Marcel Buchel
2ee1b96b,Paul Delecroix,,0.15,1.0,"Jun 30, 2024",Amiens,10/14/1988,1.84,goalkeeper,goalkeeper,undefined,France,,right,Chamois Niortais FC,MYG Invest,Unknown,https://www.transfermarkt.com/paul-delecroix/profil/spieler/81543,35,Delecroix,Paul Delecroix
2ee5b0c9,Zeki Amdouni,Mohamed Zeki Amdouni,15.0,25.0,"Jun 30, 2028",Genève,12/4/2000,1.85,forward,forward,attacking midfield,Switzerland,Switzerland,both,Burnley FC,VPA SPORTS,Unknown,https://www.transfermarkt.com/zeki-amdouni/profil/spieler/548729,23,Amdouni,Zeki Amdouni
2ef08833,Marc Casadó,Marc Casadó Torras,1.0,6.0,"Jun 30, 2024",Sant Pere de ...,09/14/2003,1.72,defensive midfield,defensive midfield,central midfield,Spain,Spain U17,right,FC Barcelona Atlètic,Wasserman,Unknown,https://www.transfermarkt.com/marc-casado/profil/spieler/636695,20,Casadó,Marc Casado
2ef16f06,Andrew Hjulsager,,1.0,17.0,"Jun 30, 2025",Amager,01/15/1995,1.75,attacking midfield,attacking midfield,central midfield,Denmark,Denmark,right,KAA Gent,Relatives,Unknown,https://www.transfermarkt.com/andrew-hjulsager/profil/spieler/167798,29,Hjulsager,Andrew Hjulsager
2ef637bd,Pierre-Yves Polomat,Pierre-Yves Nicolas Polomat,0.25,3.0,-,Fort-de-France,12/27/1993,1.83,full-back,full-back,centre-back,Martinique,Martinique,left,FC Versailles 78,World Soccer Star,Unknown,https://www.transfermarkt.com/pierre-yves-polomat/profil/spieler/203764,30,Polomat,Pierre-Yves Polomat
2ef7c612,Charles De Ketelaere,,30.0,17.0,"Jun 30, 2024",Brugge,03/10/2001,1.92,attacking midfield,attacking midfield,forward,Belgium,Belgium,left,Atalanta BC,A-GROUP,Unknown,https://www.transfermarkt.com/charles-de-ketelaere/profil/spieler/435772,23,De Ketelaere,Charles De Ketelaere
2f061b36,Raúl Gudiño,Raúl Manolo Gudiño Vega,0.8,1.0,-,Guadalajara,04/22/1996,1.97,goalkeeper,goalkeeper,undefined,Mexico,Mexico,right,Club Necaxa,Elite,Puma,https://www.transfermarkt.com/raul-gudino/profil/spieler/295400,27,Gudiño,Raul Gudino
2f067cf2,Tijjani Noslin,,2.0,17.0,"Jun 30, 2027",Amsterdam,07/7/1999,1.78,winger,winger,forward,Netherlands,,right,Hellas Verona,M.E.H. Sports Agency,Unknown,https://www.transfermarkt.com/tijjani-noslin/profil/spieler/457736,24,Noslin,Tijjani Noslin
2f18d0b8,Timon Wellenreuther,Timon Janis Wellenreuther,6.0,22.0,"Jun 30, 2025",Karlsruhe,12/3/1995,1.88,goalkeeper,goalkeeper,undefined,Germany,Germany U21,right,Feyenoord Rotterdam,Sports eXcellence,adidas,https://www.transfermarkt.com/timon-wellenreuther/profil/spieler/196829,28,Wellenreuther,Timon Wellenreuther
2f3452eb,Elseid Hysaj,Elseid Gëzim Hysaj,3.0,23.0,"Jun 30, 2025",Shkodër,02/2/1994,1.82,full-back,full-back,full-back,Albania,Albania,right,SS Lazio,M.A.R.A.T. Football,adidas,https://www.transfermarkt.com/elseid-hysaj/profil/spieler/200056,30,Hysaj,Elseid Hysaj
2f3e911a,Aarón Martín,Aarón Martín Caricol,5.0,3.0,"Jun 30, 2026",Montmeló,04/22/1997,1.78,full-back,full-back,winger,Spain,Spain U21,left,Genoa CFC,BY AND FOR,Unknown,https://www.transfermarkt.com/aaron-martin/profil/spieler/251878,26,Martín,Aaron Martin
2f45300d,Karim Zedadka,Date of birth/Age:,0.15,7.0,"Jun 30, 2024",Pertuis,06/9/2000,1.84,winger,winger,winger,Algeria,,right,Ascoli Calcio,P&P Sport,Unknown,https://www.transfermarkt.com/karim-zedadka/profil/spieler/612065,23,Zedadka,Karim Zedadka
2f4c5a52,Harry Arter,Harry Nicholas Arter,0.4,,"Jun 30, 2024",London,12/28/1989,1.77,central midfield,central midfield,defensive midfield,Ireland,Ireland,left,Nottingham Forest,Unknown,Unknown,https://www.transfermarkt.com/harry-arter/profil/spieler/55742,34,Arter,Harry Arter
2f52874b,Mohamed Bouchouari,,0.35,34.0,"Jun 30, 2024",,11/15/2000,1.7,full-back,full-back,full-back,Belgium,Belgium U19,right,RSCA Futures,Unknown,Unknown,https://www.transfermarkt.com/mohamed-bouchouari/profil/spieler/546225,23,Bouchouari,Mohamed Bouchouari
2f557579,Lorenzo Insigne,,6.0,24.0,"Jun 30, 2026",Frattamaggiore,06/4/1991,1.63,winger,winger,forward,Italy,Italy,right,Toronto FC,YOU FIRST,Puma,https://www.transfermarkt.com/lorenzo-insigne/profil/spieler/133964,32,Insigne,Lorenzo Insigne
2f5c78ca,Mikel Jauregizar,Mikel Jauregizar Alboniga,0.8,16.0,"Jun 30, 2027",Bermeo,11/13/2003,1.77,central midfield,central midfield,attacking midfield,Spain,,right,Bilbao Athletic,Rioja Cermeño S.L.,Unknown,https://www.transfermarkt.com/mikel-jauregizar/profil/spieler/938729,20,Jauregizar,Mikel Jauregizar
2f69d881,Josh Doig,Josh Thomas Doig,7.0,43.0,"Jun 30, 2028",Edinburgh,05/18/2002,1.89,full-back,full-back,winger,Scotland,Scotland,left,US Sassuolo,PLG,Unknown,https://www.transfermarkt.com/josh-doig/profil/spieler/567129,21,Doig,Josh Doig
2f6ec02a,Kieran Dowell,Kieran O'Neill Dowell,1.0,20.0,"May 31, 2026",Ormskirk,10/10/1997,1.83,attacking midfield,attacking midfield,winger,England,England U21,left,Rangers FC,Unknown,Unknown,https://www.transfermarkt.com/kieran-dowell/profil/spieler/258916,26,Dowell,Kieran Dowell
2f71c116,Maxime Colin,Maxime Jean-Yves Colin,1.0,2.0,"Jun 30, 2025",Arras,11/15/1991,1.8,full-back,full-back,full-back,France,France U20,right,FC Metz,OmniSports,Unknown,https://www.transfermarkt.com/maxime-colin/profil/spieler/156618,32,Colin,Maxime Colin
2f72f79e,Martin Olsson,Martin Tony Waikwa Olsson,0.3,13.0,"Dec 31, 2024",Gävle,05/17/1988,1.78,centre-back,centre-back,undefined,Sweden,,left,Malmö FF,HCM Sports,Unknown,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,35,Olsson,Martin Olsson
2f7407fa,Nicolò Armini,,0.2,5.0,"Jun 30, 2025",Marino,03/7/2001,1.85,centre-back,centre-back,full-back,Italy,Italy U20,right,Potenza Calcio,Team Raiola,Unknown,https://www.transfermarkt.com/nicolo-armini/profil/spieler/421775,23,Armini,Nicolo Armini
2f798b41,Aymen Abdennour,Date of birth/Age:,0.1,,,Sousse,08/6/1989,1.87,centre-back,centre-back,full-back,Tunisia,Tunisia,left,Without Club,henry hennig sports,Unknown,https://www.transfermarkt.com/aymen-abdennour/profil/spieler/108830,34,Abdennour,Aymen Abdennour
2f7acede,Harry Winks,Harry Billy Winks,12.0,8.0,"Jun 30, 2026",Hemel Hempstead,02/2/1996,1.78,defensive midfield,defensive midfield,central midfield,England,England,right,Leicester City,CAA Stellar,adidas,https://www.transfermarkt.com/harry-winks/profil/spieler/249126,28,Winks,Harry Winks
2f7fec15,Lilian Egloff,Lilian Niclas Egloff,1.0,25.0,"Jun 30, 2024",Heilbronn,08/20/2002,1.82,attacking midfield,attacking midfield,winger,Germany,Germany U19,right,VfB Stuttgart,VIDA 11,Unknown,https://www.transfermarkt.com/lilian-egloff/profil/spieler/472243,21,Egloff,Lilian Egloff
2f8d27bc,Nathan Ferguson,Nathan Kirk-Patrick Ferguson,1.0,36.0,"Jun 30, 2024",Birmingham,10/6/2000,1.84,centre-back,centre-back,full-back,England,England U20,right,Crystal Palace,Roc Nation Sports,Puma,https://www.transfermarkt.com/nathan-ferguson/profil/spieler/507254,23,Ferguson,Nathan Ferguson
2f8f43f3,Stef Peeters,,0.6,8.0,"Jun 30, 2027",Bree,02/9/1992,1.88,central midfield,central midfield,attacking midfield,Belgium,,left,Patro Eisden Maasmechelen,Claes Agency,New Balance,https://www.transfermarkt.com/stef-peeters/profil/spieler/208542,32,Peeters,Stef Peeters
2f90f6b8,James Milner,James Philip Milner,1.0,6.0,"Jun 30, 2024",Leeds,01/4/1986,1.75,central midfield,central midfield,full-back,England,England,right,Brighton & Hove Albion,Unknown,Nike,https://www.transfermarkt.com/james-milner/profil/spieler/3333,38,Milner,James Milner
2f965a72,Alphonse Areola,Alphonse Francis Aréola,10.0,23.0,"Jun 30, 2027",Paris,02/27/1993,1.95,goalkeeper,goalkeeper,undefined,France,France,right,West Ham United,Rafaela Pimenta,Uhlsport,https://www.transfermarkt.com/alphonse-areola/profil/spieler/120629,31,Areola,Alphonse Areola
2f9e4435,Dango Ouattara,Dango Aboubacar Faissal Ouattara,20.0,11.0,"Jun 30, 2028",Ouagadougou,02/11/2002,1.77,winger,winger,winger,Burkina Faso,Burkina Faso,left,AFC Bournemouth,PSM,Unknown,https://www.transfermarkt.com/dango-ouattara/profil/spieler/823231,22,Ouattara,Dango Ouattara
2fa2a875,Benjamin Lecomte,,4.0,40.0,"Jun 30, 2027",Paris,04/26/1991,1.86,goalkeeper,goalkeeper,undefined,France,France,left,Montpellier HSC,Unknown,Unknown,https://www.transfermarkt.com/benjamin-lecomte/profil/spieler/127181,32,Lecomte,Benjamin Lecomte
2fb3ad46,Gregory van der Wiel,Gregory Kurtley van der Wiel,0.0,,,Amsterdam,02/3/1988,1.83,full-back,full-back,centre-back,Netherlands,Netherlands,right,Retired,Unknown,Unknown,https://www.transfermarkt.com/gregory-van-der-wiel/profil/spieler/45548,36,van der Wiel,Gregory van der Wiel
2fba6108,Anthony Elanga,Anthony David Junior Elanga,22.0,21.0,"Jun 30, 2028",Hyllie,04/27/2002,1.78,winger,winger,forward,Sweden,Sweden,right,Nottingham Forest,CAA Stellar,Nike,https://www.transfermarkt.com/anthony-elanga/profil/spieler/583189,21,Elanga,Anthony Elanga
2fbe6af0,Iván Romero,Iván Romero de Ávila Araque,0.8,18.0,"Jun 30, 2026",La Solana,04/10/2001,1.73,forward,forward,winger,Spain,Spain U19,right,Levante UD,33 Sport,Nike,https://www.transfermarkt.com/ivan-romero/profil/spieler/628886,23,Romero,Ivan Romero
2ff76adc,Phillipp Mwene,,1.0,2.0,"Jun 30, 2026",Wien,01/29/1994,1.7,full-back,full-back,full-back,Austria,Austria,right,FSV Mainz 05,Unique Sports Group,Unknown,https://www.transfermarkt.com/phillipp-mwene/profil/spieler/127573,30,Mwene,Phillipp Mwene
2ff964a0,Aaron Lennon,Aaron Justin Lennon,0.0,,,Chapeltown,04/16/1987,1.65,winger,winger,winger,England,England,right,Retired,CAA Base Ltd,Unknown,https://www.transfermarkt.com/aaron-lennon/profil/spieler/14221,37,Lennon,Aaron Lennon
2ffa6348,Armando Obispo,,4.0,4.0,"Jun 30, 2025",s-Hertogenbosch,03/5/1999,1.85,centre-back,centre-back,undefined,Netherlands,Netherlands U21,left,PSV Eindhoven,HCM Sports,Unknown,https://www.transfermarkt.com/armando-obispo/profil/spieler/339337,25,Obispo,Armando Obispo
30040f5d,Dan Nlundulu,,0.6,11.0,"Jun 30, 2026",,02/5/1999,1.85,forward,forward,undefined,England,England U16,right,Bolton Wanderers,Panthera Sports,Unknown,https://www.transfermarkt.com/dan-nlundulu/profil/spieler/346482,25,Nlundulu,Dan Nlundulu
30061f53,Dominik Greif,,2.0,13.0,"Jun 30, 2026",Bratislava,04/6/1997,1.97,goalkeeper,goalkeeper,undefined,Slovakia,Slovakia,right,RCD Mallorca,Stars & Friends,Nike,https://www.transfermarkt.com/dominik-greif/profil/spieler/316884,27,Greif,Dominik Greif
300ec91c,Dany Jean,,0.4,11.0,"Jun 30, 2024",Port-au-Prince,11/28/2002,1.7,winger,winger,undefined,Haiti,Haiti,right,US Avranches,2SAgency,Unknown,https://www.transfermarkt.com/dany-jean/profil/spieler/628835,21,Jean,Dany Jean
3010aefb,Marcus Coco,Marcus Regis Coco,1.0,11.0,"Jun 30, 2025",Les Abymes,06/24/1996,1.84,winger,winger,winger,Guadeloupe,Guadeloupe,right,FC Nantes,Unknown,Unknown,https://www.transfermarkt.com/marcus-coco/profil/spieler/353365,27,Coco,Marcus Coco
30144daa,Stephy Mavididi,Stephy Alvaro Mavididi,11.0,10.0,"Jun 30, 2028",Derby,05/31/1998,1.82,winger,winger,forward,England,England U20,right,Leicester City,Elite Project Group,Nike,https://www.transfermarkt.com/stephy-mavididi/profil/spieler/340328,25,Mavididi,Stephy Mavididi
301c287b,Douglas Augusto,Douglas Augusto Gomes Soares,6.0,6.0,"Jun 30, 2027",Rio de Janeiro,01/13/1997,1.73,central midfield,central midfield,defensive midfield,Brazil,Brazil U23,left,FC Nantes,Unknown,Unknown,https://www.transfermarkt.com/douglas-augusto/profil/spieler/393621,27,Augusto,Douglas Augusto
30223b33,Antonio Mirante,,0.1,83.0,"Jun 30, 2024",Castellammare di ...,07/8/1983,1.93,goalkeeper,goalkeeper,undefined,Italy,Italy,right,AC Milan,GG11,Nike,https://www.transfermarkt.com/antonio-mirante/profil/spieler/22141,40,Mirante,Antonio Mirante
3024e383,Cote,,1.0,3.0,"Jun 30, 2025",Gijón,09/5/1989,1.82,full-back,full-back,undefined,Spain,Spain U21,left,Sporting Gijón,EMG Mundial,Unknown,https://www.transfermarkt.com/cote/profil/spieler/87469,34,Cote,Cote
302527b2,Philipp Lienhart,,20.0,3.0,-,Lilienfeld,07/11/1996,1.89,centre-back,centre-back,defensive midfield,Austria,Austria,right,SC Freiburg,YOU FIRST,Nike,https://www.transfermarkt.com/philipp-lienhart/profil/spieler/225657,27,Lienhart,Philipp Lienhart
30261ba1,Nikolas Nartey,Nikolas Terkelsen Nartey,0.8,28.0,"Jun 30, 2025","Bagsværd, ...",02/22/2000,1.85,central midfield,central midfield,attacking midfield,Denmark,Denmark U21,left,VfB Stuttgart,Boutique Transfers,Unknown,https://www.transfermarkt.com/nikolas-nartey/profil/spieler/400546,24,Nartey,Nikolas Nartey
30297946,Samuele Mulattieri,,4.0,8.0,"Jun 30, 2028",La Spezia,10/7/2000,1.83,forward,forward,winger,Italy,Italy U21,right,US Sassuolo,CAA Base Ltd,Unknown,https://www.transfermarkt.com/samuele-mulattieri/profil/spieler/457422,23,Mulattieri,Samuele Mulattieri
30395d3b,Nicolas Benezet,Nicolas Bernard Fabien Benezet,0.0,,-,Montpellier,02/24/1991,1.7,winger,winger,winger,France,France U20,right,Le Grau du Roi,Kemari,Unknown,https://www.transfermarkt.com/nicolas-benezet/profil/spieler/164230,33,Benezet,Nicolas Benezet
3043d33f,Bersant Celina,,1.0,10.0,"Aug 31, 2026",Prizren,09/9/1996,1.81,attacking midfield,attacking midfield,central midfield,Kosovo,Kosovo,right,AIK,LIAN Sports Group,Unknown,https://www.transfermarkt.com/bersant-celina/profil/spieler/229695,27,Celina,Bersant Celina
305a3820,Filip Benkovic,Filip Benković,2.0,32.0,"Jun 30, 2024",Zagreb,07/13/1997,1.94,centre-back,centre-back,undefined,Croatia,Croatia,right,Trabzonspor,FutureBall,Unknown,https://www.transfermarkt.com/filip-benkovic/profil/spieler/293168,26,Benkovic,Filip Benkovic
3061e1ec,Andriy Lunin,Date of birth/Age:,16.0,13.0,"Jun 30, 2025","Krasnograd, Kharkiv ...",02/11/1999,1.91,goalkeeper,goalkeeper,undefined,Ukraine,Ukraine,right,Real Madrid,Gestifute,Nike,https://www.transfermarkt.com/andriy-lunin/profil/spieler/404839,25,Lunin,Andriy Lunin
